Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 19 ,Female ,Single        ,Research & Development ,Research Scientist        ,       1 ,             4 ,              4 ,         2994 ,        57 ,      265 ,      21221 ,                1 ,             1 ,                 0 ,                      0 ,                   1 ,Travel_Rarely     ,              25 ,        3 ,Life Sciences    ,                      2 ,                       4 ,              3 ,                 1 ,Yes      ,               12 ,                3 ,               0 ,                    2 ,            1 ,          1269 ,Y      ,           80 ,No
 23 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         1223 ,        47 ,      373 ,      16901 ,                1 ,             1 ,                 0 ,                      0 ,                   1 ,Travel_Rarely     ,               1 ,        2 ,Life Sciences    ,                      4 ,                       4 ,              3 ,                 1 ,No       ,               22 ,                4 ,               1 ,                    2 ,            1 ,          1270 ,Y      ,           80 ,No
 25 ,Male   ,Single        ,Sales                  ,Sales Representative      ,       1 ,             1 ,              4 ,         1118 ,        73 ,      599 ,       8040 ,                1 ,             1 ,                 0 ,                      1 ,                   0 ,Travel_Frequently ,              24 ,        1 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 1 ,Yes      ,               14 ,                3 ,               0 ,                    4 ,            1 ,          1273 ,Y      ,           80 ,Yes
 26 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              4 ,         2875 ,        53 ,      583 ,       9973 ,                8 ,             8 ,                 5 ,                      2 ,                   2 ,Travel_Rarely     ,               4 ,        2 ,Life Sciences    ,                      3 ,                       2 ,              2 ,                 1 ,Yes      ,               20 ,                4 ,               0 ,                    2 ,            1 ,          1275 ,Y      ,           80 ,No
 45 ,Female ,Single        ,Sales                  ,Manager                   ,       5 ,             1 ,              2 ,        18824 ,        94 ,     1449 ,       2493 ,               26 ,            24 ,                10 ,                      1 ,                  11 ,Travel_Rarely     ,               2 ,        3 ,Marketing        ,                      1 ,                       1 ,              3 ,                 2 ,Yes      ,               16 ,                3 ,               0 ,                    2 ,            1 ,          1277 ,Y      ,           80 ,Yes
 55 ,Male   ,Divorced      ,Research & Development ,Healthcare Representative ,       4 ,             2 ,              2 ,        13577 ,        37 ,      177 ,      25592 ,               34 ,            33 ,                 9 ,                     15 ,                   0 ,Non-Travel        ,               8 ,        1 ,Medical          ,                      4 ,                       4 ,              3 ,                 1 ,Yes      ,               15 ,                3 ,               1 ,                    3 ,            1 ,          1278 ,Y      ,           80 ,No
 21 ,Female ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              3 ,         2625 ,        45 ,      251 ,      25308 ,                2 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Frequently ,              10 ,        2 ,Life Sciences    ,                      1 ,                       3 ,              1 ,                 1 ,No       ,               20 ,                4 ,               0 ,                    2 ,            1 ,          1279 ,Y      ,           80 ,Yes
 46 ,Female ,Married       ,Sales                  ,Manager                   ,       5 ,             2 ,              2 ,        18789 ,        33 ,      168 ,       9946 ,               26 ,            11 ,                 4 ,                      0 ,                   8 ,Travel_Rarely     ,               4 ,        2 ,Marketing        ,                      4 ,                       3 ,              3 ,                 2 ,No       ,               14 ,                3 ,               1 ,                    2 ,            1 ,          1280 ,Y      ,           80 ,No
 34 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              1 ,         4538 ,        86 ,      131 ,       6039 ,                4 ,             3 ,                 2 ,                      0 ,                   2 ,Travel_Rarely     ,               2 ,        3 ,Marketing        ,                      3 ,                       4 ,              3 ,                 0 ,Yes      ,               12 ,                3 ,               0 ,                    3 ,            1 ,          1281 ,Y      ,           80 ,No
 51 ,Male   ,Divorced      ,Sales                  ,Manager                   ,       5 ,             3 ,              2 ,        19847 ,        83 ,      237 ,      19196 ,               31 ,            29 ,                10 ,                     11 ,                  10 ,Travel_Frequently ,               9 ,        3 ,Life Sciences    ,                      4 ,                       1 ,              2 ,                 4 ,Yes      ,               24 ,                4 ,               1 ,                    5 ,            1 ,          1282 ,Y      ,           80 ,No
 59 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       3 ,             3 ,              4 ,        10512 ,        67 ,     1429 ,      20002 ,               25 ,             9 ,                 7 ,                      5 ,                   4 ,Travel_Rarely     ,              18 ,        4 ,Medical          ,                      4 ,                       4 ,              2 ,                 6 ,No       ,               12 ,                3 ,               0 ,                    6 ,            1 ,          1283 ,Y      ,           80 ,No
 34 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       2 ,             3 ,              2 ,         4444 ,        46 ,      135 ,      22534 ,               15 ,            11 ,                 8 ,                      5 ,                  10 ,Travel_Frequently ,              19 ,        3 ,Medical          ,                      3 ,                       3 ,              4 ,                 4 ,No       ,               13 ,                3 ,               2 ,                    2 ,            1 ,          1285 ,Y      ,           80 ,No
 28 ,Male   ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              3 ,         2154 ,        44 ,      791 ,       6842 ,                5 ,             4 ,                 2 ,                      0 ,                   2 ,Travel_Frequently ,               1 ,        4 ,Medical          ,                      4 ,                       3 ,              2 ,                 0 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1286 ,Y      ,           80 ,No
 44 ,Male   ,Divorced      ,Research & Development ,Manager                   ,       5 ,             4 ,              1 ,        19190 ,        92 ,     1199 ,      17477 ,               26 ,            25 ,                 9 ,                     14 ,                  13 ,Travel_Rarely     ,               4 ,        2 ,Life Sciences    ,                      3 ,                       4 ,              2 ,                 1 ,No       ,               14 ,                3 ,               2 ,                    4 ,            1 ,          1288 ,Y      ,           80 ,No
 34 ,Male   ,Married       ,Human Resources        ,Human Resources           ,       2 ,             2 ,              2 ,         4490 ,        56 ,      648 ,      21833 ,               14 ,            10 ,                 9 ,                      1 ,                   8 ,Travel_Frequently ,              11 ,        3 ,Life Sciences    ,                      3 ,                       4 ,              4 ,                 4 ,No       ,               11 ,                3 ,               2 ,                    5 ,            1 ,          1289 ,Y      ,           80 ,No
 35 ,Male   ,Married       ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         3506 ,        66 ,      735 ,       6020 ,                4 ,             3 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,               6 ,        1 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 0 ,Yes      ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1291 ,Y      ,           80 ,No
 42 ,Female ,Married       ,Research & Development ,Research Scientist        ,       2 ,             4 ,              2 ,         2372 ,        78 ,      603 ,       5628 ,               18 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,               7 ,        4 ,Medical          ,                      2 ,                       4 ,              3 ,                 6 ,Yes      ,               16 ,                3 ,               0 ,                    2 ,            1 ,          1292 ,Y      ,           80 ,No
 43 ,Female ,Single        ,Sales                  ,Sales Executive           ,       3 ,             2 ,              4 ,        10231 ,        56 ,      531 ,      20364 ,               23 ,            21 ,                 7 ,                     15 ,                  17 ,Travel_Rarely     ,               4 ,        4 ,Marketing        ,                      4 ,                       4 ,              4 ,                 3 ,No       ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1293 ,Y      ,           80 ,No
 36 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              2 ,         5410 ,        53 ,      429 ,       2323 ,               18 ,            16 ,                14 ,                      5 ,                  12 ,Travel_Rarely     ,               2 ,        4 ,Life Sciences    ,                      3 ,                       4 ,              3 ,                 9 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1294 ,Y      ,           80 ,No
 44 ,Female ,Married       ,Research & Development ,Healthcare Representative ,       3 ,             3 ,              4 ,         7978 ,        73 ,      621 ,      14075 ,               10 ,            10 ,                 7 ,                      0 ,                   5 ,Travel_Rarely     ,              15 ,        3 ,Medical          ,                      1 ,                       4 ,              3 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    2 ,            1 ,          1295 ,Y      ,           80 ,Yes
 28 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              4 ,         3867 ,        52 ,      193 ,      14222 ,                2 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Frequently ,               2 ,        3 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 1 ,Yes      ,               12 ,                3 ,               1 ,                    2 ,            1 ,          1296 ,Y      ,           80 ,No
 51 ,Female ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             2 ,              3 ,         2838 ,        40 ,      968 ,       4257 ,                8 ,             7 ,                 0 ,                      7 ,                   7 ,Travel_Frequently ,               6 ,        2 ,Medical          ,                      2 ,                       2 ,              2 ,                 0 ,No       ,               14 ,                3 ,               0 ,                    6 ,            1 ,          1297 ,Y      ,           80 ,No
 30 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              3 ,         4695 ,        72 ,      879 ,      12858 ,               10 ,             8 ,                 4 ,                      1 ,                   7 ,Non-Travel        ,               9 ,        2 ,Medical          ,                      3 ,                       3 ,              3 ,                 7 ,Yes      ,               18 ,                3 ,               0 ,                    3 ,            1 ,          1298 ,Y      ,           80 ,No
 29 ,Female ,Divorced      ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              3 ,         3339 ,        39 ,      806 ,      17285 ,               10 ,             7 ,                 7 ,                      7 ,                   7 ,Travel_Rarely     ,               7 ,        3 ,Technical Degree ,                      2 ,                       1 ,              3 ,                 3 ,Yes      ,               13 ,                3 ,               2 ,                    2 ,            1 ,          1299 ,Y      ,           80 ,Yes
 28 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              1 ,         2080 ,        84 ,      640 ,       4732 ,                5 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               1 ,        3 ,Technical Degree ,                      4 ,                       2 ,              2 ,                 2 ,No       ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1301 ,Y      ,           80 ,No
 25 ,Female ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              2 ,         2096 ,        40 ,      266 ,      18830 ,                2 ,             2 ,                 2 ,                      2 ,                   1 ,Travel_Rarely     ,               1 ,        3 ,Medical          ,                      4 ,                       4 ,              2 ,                 1 ,No       ,               18 ,                3 ,               0 ,                    3 ,            1 ,          1303 ,Y      ,           80 ,No
 32 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             4 ,              4 ,         6209 ,        56 ,      604 ,      11693 ,               10 ,            10 ,                 7 ,                      0 ,                   8 ,Travel_Rarely     ,               8 ,        3 ,Medical          ,                      3 ,                       3 ,              4 ,                 1 ,No       ,               15 ,                3 ,               2 ,                    4 ,            1 ,          1304 ,Y      ,           80 ,No
 45 ,Female ,Single        ,Research & Development ,Manager                   ,       5 ,             3 ,              2 ,        18061 ,        83 ,      364 ,      13035 ,               22 ,             0 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,              25 ,        3 ,Medical          ,                      2 ,                       3 ,              3 ,                 3 ,No       ,               22 ,                4 ,               0 ,                    4 ,            1 ,          1306 ,Y      ,           80 ,No
 39 ,Female ,Divorced      ,Research & Development ,Manager                   ,       4 ,             2 ,              2 ,        17123 ,        94 ,      412 ,      17334 ,               21 ,            19 ,                 9 ,                     15 ,                   2 ,Travel_Rarely     ,              13 ,        4 ,Medical          ,                      3 ,                       4 ,              3 ,                 6 ,Yes      ,               13 ,                3 ,               2 ,                    4 ,            1 ,          1307 ,Y      ,           80 ,No
 58 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         2372 ,        88 ,      848 ,      26076 ,                2 ,             2 ,                 2 ,                      2 ,                   2 ,Travel_Rarely     ,              23 ,        4 ,Life Sciences    ,                      1 ,                       4 ,              3 ,                 1 ,No       ,               12 ,                3 ,               2 ,                    3 ,            1 ,          1308 ,Y      ,           80 ,No
 32 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             3 ,              3 ,         4883 ,        79 ,     1089 ,      22845 ,               10 ,            10 ,                 4 ,                      1 ,                   1 ,Travel_Rarely     ,               7 ,        2 ,Life Sciences    ,                      4 ,                       1 ,              3 ,                 1 ,No       ,               18 ,                3 ,               1 ,                    3 ,            1 ,          1309 ,Y      ,           80 ,Yes
 39 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       1 ,             3 ,              1 ,         3904 ,        93 ,      360 ,      22154 ,                6 ,             5 ,                 2 ,                      0 ,                   3 ,Travel_Rarely     ,              23 ,        3 ,Medical          ,                      3 ,                       1 ,              3 ,                 0 ,No       ,               13 ,                3 ,               0 ,                    2 ,            1 ,          1310 ,Y      ,           80 ,Yes
 30 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             2 ,              4 ,         4627 ,        48 ,     1138 ,      23631 ,               10 ,             9 ,                 2 ,                      6 ,                   7 ,Travel_Rarely     ,               6 ,        3 ,Technical Degree ,                      1 ,                       1 ,              3 ,                 0 ,No       ,               12 ,                3 ,               1 ,                    6 ,            1 ,          1311 ,Y      ,           80 ,No
 36 ,Female ,Married       ,Research & Development ,Healthcare Representative ,       3 ,             3 ,              3 ,         7094 ,        63 ,      325 ,       5747 ,               10 ,             7 ,                 7 ,                      1 ,                   7 ,Travel_Rarely     ,              10 ,        4 ,Technical Degree ,                      4 ,                       1 ,              3 ,                 3 ,No       ,               12 ,                3 ,               0 ,                    0 ,            1 ,          1312 ,Y      ,           80 ,No
 46 ,Female ,Single        ,Human Resources        ,Human Resources           ,       1 ,             3 ,              1 ,         3423 ,        44 ,      991 ,      22957 ,               10 ,             7 ,                 6 ,                      5 ,                   7 ,Travel_Rarely     ,               1 ,        2 ,Life Sciences    ,                      4 ,                       3 ,              4 ,                 6 ,No       ,               12 ,                3 ,               0 ,                    3 ,            1 ,          1314 ,Y      ,           80 ,No
 28 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             1 ,              4 ,         6674 ,        55 ,     1476 ,      16392 ,               10 ,             9 ,                 8 ,                      7 ,                   5 ,Non-Travel        ,               1 ,        3 ,Life Sciences    ,                      3 ,                       1 ,              3 ,                 0 ,No       ,               11 ,                3 ,               3 ,                    6 ,            1 ,          1315 ,Y      ,           80 ,No
 50 ,Female ,Married       ,Research & Development ,Research Director         ,       4 ,             3 ,              1 ,        16880 ,        43 ,     1322 ,      22422 ,               25 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,              28 ,        3 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 4 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1317 ,Y      ,           80 ,No
 40 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       3 ,             2 ,              2 ,         9094 ,        57 ,      299 ,      17235 ,                9 ,             5 ,                 4 ,                      1 ,                   0 ,Travel_Rarely     ,              25 ,        4 ,Marketing        ,                      4 ,                       3 ,              3 ,                 2 ,Yes      ,               12 ,                3 ,               0 ,                    2 ,            1 ,          1318 ,Y      ,           80 ,Yes
 52 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       3 ,             3 ,              2 ,         8446 ,        64 ,     1030 ,      21534 ,               10 ,             8 ,                 7 ,                      7 ,                   7 ,Travel_Rarely     ,               5 ,        3 ,Life Sciences    ,                      2 ,                       3 ,              2 ,                 9 ,Yes      ,               19 ,                3 ,               0 ,                    2 ,            1 ,          1319 ,Y      ,           80 ,Yes
 30 ,Female ,Married       ,Research & Development ,Manager                   ,       3 ,             3 ,              1 ,        11916 ,        95 ,      634 ,      25927 ,                9 ,             9 ,                 1 ,                      0 ,                   8 ,Travel_Rarely     ,              17 ,        4 ,Medical          ,                      2 ,                       4 ,              3 ,                 1 ,Yes      ,               23 ,                4 ,               2 ,                    2 ,            1 ,          1321 ,Y      ,           80 ,No
 39 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              3 ,         4534 ,        32 ,      524 ,      13352 ,                9 ,             8 ,                 7 ,                      1 ,                   7 ,Travel_Rarely     ,              18 ,        2 ,Life Sciences    ,                      1 ,                       1 ,              3 ,                 0 ,No       ,               11 ,                3 ,               0 ,                    6 ,            1 ,          1322 ,Y      ,           80 ,No
 31 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       3 ,             3 ,              3 ,         9852 ,        57 ,      587 ,       8935 ,               10 ,            10 ,                 8 ,                      9 ,                   6 ,Non-Travel        ,               2 ,        4 ,Life Sciences    ,                      4 ,                       1 ,              2 ,                 1 ,Yes      ,               19 ,                3 ,               1 ,                    5 ,            1 ,          1324 ,Y      ,           80 ,No
 41 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             1 ,              2 ,         6151 ,        40 ,      256 ,      22074 ,               19 ,            19 ,                 2 ,                     11 ,                   9 ,Non-Travel        ,              10 ,        2 ,Medical          ,                      3 ,                       1 ,              3 ,                 1 ,No       ,               13 ,                3 ,               0 ,                    4 ,            1 ,          1329 ,Y      ,           80 ,No
 31 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             3 ,              2 ,         2302 ,        54 ,     1060 ,       8319 ,                3 ,             3 ,                 2 ,                      2 ,                   2 ,Travel_Frequently ,               1 ,        3 ,Life Sciences    ,                      4 ,                       1 ,              4 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1331 ,Y      ,           80 ,Yes
 44 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              1 ,         2362 ,        89 ,      935 ,      14669 ,               10 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,               3 ,        3 ,Life Sciences    ,                      1 ,                       3 ,              4 ,                 4 ,No       ,               12 ,                3 ,               0 ,                    4 ,            1 ,          1333 ,Y      ,           80 ,Yes
 42 ,Male   ,Married       ,Research & Development ,Manager                   ,       4 ,             3 ,              3 ,        17861 ,        37 ,      495 ,      26582 ,               21 ,            20 ,                 8 ,                      2 ,                  10 ,Non-Travel        ,               2 ,        1 ,Life Sciences    ,                      3 ,                       4 ,              2 ,                 0 ,Yes      ,               13 ,                3 ,               0 ,                    3 ,            1 ,          1334 ,Y      ,           80 ,No
 55 ,Female ,Married       ,Research & Development ,Manager                   ,       5 ,             1 ,              3 ,        19187 ,        58 ,      282 ,       6992 ,               23 ,            19 ,                 9 ,                      9 ,                  11 ,Travel_Rarely     ,               2 ,        2 ,Medical          ,                      4 ,                       4 ,              3 ,                 4 ,No       ,               14 ,                3 ,               1 ,                    5 ,            1 ,          1336 ,Y      ,           80 ,No
 56 ,Male   ,Single        ,Human Resources        ,Manager                   ,       5 ,             3 ,              2 ,        19717 ,        99 ,      206 ,       4022 ,               36 ,             7 ,                 3 ,                      7 ,                   7 ,Travel_Rarely     ,               8 ,        4 ,Life Sciences    ,                      4 ,                       1 ,              3 ,                 6 ,No       ,               14 ,                3 ,               0 ,                    4 ,            1 ,          1338 ,Y      ,           80 ,No
 40 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             3 ,              3 ,         3544 ,        74 ,      458 ,       8532 ,                6 ,             4 ,                 2 ,                      0 ,                   0 ,Non-Travel        ,              16 ,        2 ,Life Sciences    ,                      3 ,                       2 ,              3 ,                 9 ,No       ,               16 ,                3 ,               1 ,                    0 ,            1 ,          1340 ,Y      ,           80 ,No
 34 ,Male   ,Divorced      ,Research & Development ,Healthcare Representative ,       3 ,             3 ,              4 ,         8500 ,        86 ,      943 ,       5494 ,               10 ,             9 ,                 7 ,                      1 ,                   6 ,Travel_Rarely     ,               9 ,        3 ,Life Sciences    ,                      4 ,                       4 ,              2 ,                 0 ,No       ,               11 ,                3 ,               1 ,                    0 ,            1 ,          1344 ,Y      ,           80 ,No
 40 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       2 ,             3 ,              4 ,         4661 ,        98 ,      523 ,      22455 ,                9 ,             9 ,                 8 ,                      8 ,                   8 ,Travel_Rarely     ,               2 ,        3 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 1 ,No       ,               13 ,                3 ,               0 ,                    4 ,            1 ,          1346 ,Y      ,           80 ,No
 41 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              1 ,         4103 ,        66 ,     1018 ,       4297 ,               10 ,             9 ,                 3 ,                      1 ,                   7 ,Travel_Frequently ,               1 ,        3 ,Marketing        ,                      3 ,                       4 ,              3 ,                 0 ,No       ,               17 ,                3 ,               1 ,                    2 ,            1 ,          1349 ,Y      ,           80 ,No
 35 ,Male   ,Single        ,Research & Development ,Research Scientist        ,       2 ,             3 ,              3 ,         4249 ,        87 ,      482 ,       2690 ,                9 ,             9 ,                 6 ,                      1 ,                   1 ,Travel_Frequently ,               4 ,        4 ,Life Sciences    ,                      3 ,                       2 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               0 ,                    3 ,            1 ,          1350 ,Y      ,           80 ,No
 51 ,Male   ,Divorced      ,Human Resources        ,Manager                   ,       4 ,             3 ,              2 ,        14026 ,        84 ,      770 ,      17588 ,               33 ,            33 ,                 9 ,                      0 ,                  10 ,Travel_Rarely     ,               5 ,        3 ,Life Sciences    ,                      3 ,                       2 ,              3 ,                 1 ,Yes      ,               11 ,                3 ,               1 ,                    2 ,            1 ,          1352 ,Y      ,           80 ,No
 38 ,Female ,Divorced      ,Sales                  ,Sales Executive           ,       2 ,             3 ,              1 ,         6893 ,        31 ,     1009 ,      19461 ,               11 ,             7 ,                 7 ,                      1 ,                   7 ,Travel_Rarely     ,               2 ,        2 ,Life Sciences    ,                      2 ,                       4 ,              3 ,                 3 ,No       ,               15 ,                3 ,               1 ,                    3 ,            1 ,          1355 ,Y      ,           80 ,No
 34 ,Female ,Single        ,Sales                  ,Sales Executive           ,       2 ,             3 ,              1 ,         6125 ,        66 ,      507 ,      23553 ,               10 ,            10 ,                 8 ,                      9 ,                   6 ,Travel_Rarely     ,              15 ,        2 ,Medical          ,                      3 ,                       4 ,              4 ,                 1 ,No       ,               12 ,                3 ,               0 ,                    6 ,            1 ,          1356 ,Y      ,           80 ,No
 25 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         3669 ,        67 ,      882 ,       9075 ,                7 ,             3 ,                 2 ,                      1 ,                   2 ,Travel_Rarely     ,              19 ,        1 ,Medical          ,                      4 ,                       3 ,              2 ,                 3 ,No       ,               11 ,                3 ,               3 ,                    6 ,            1 ,          1358 ,Y      ,           80 ,No
 58 ,Female ,Married       ,Research & Development ,Manufacturing Director    ,       3 ,             2 ,              1 ,        10008 ,        53 ,      601 ,      12023 ,               31 ,            10 ,                 9 ,                      5 ,                   9 ,Travel_Rarely     ,               7 ,        4 ,Medical          ,                      3 ,                       4 ,              2 ,                 7 ,Yes      ,               14 ,                3 ,               0 ,                    0 ,            1 ,          1360 ,Y      ,           80 ,Yes
 40 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              2 ,         2387 ,        88 ,      329 ,       6762 ,                7 ,             4 ,                 2 ,                      0 ,                   3 ,Travel_Rarely     ,               1 ,        4 ,Life Sciences    ,                      2 ,                       3 ,              3 ,                 3 ,No       ,               22 ,                4 ,               1 ,                    3 ,            1 ,          1361 ,Y      ,           80 ,No
 36 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             4 ,              1 ,         4639 ,        83 ,      607 ,       2261 ,               17 ,            15 ,                 7 ,                      6 ,                  13 ,Travel_Frequently ,               7 ,        3 ,Marketing        ,                      1 ,                       4 ,              2 ,                 2 ,No       ,               16 ,                3 ,               1 ,                    2 ,            1 ,          1362 ,Y      ,           80 ,No
 48 ,Male   ,Single        ,Research & Development ,Manufacturing Director    ,       3 ,             3 ,              4 ,         7898 ,        54 ,      855 ,      18706 ,               11 ,            10 ,                 9 ,                      0 ,                   8 ,Travel_Rarely     ,               4 ,        3 ,Life Sciences    ,                      4 ,                       3 ,              3 ,                 1 ,No       ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1363 ,Y      ,           80 ,No
 27 ,Female ,Married       ,Sales                  ,Sales Representative      ,       1 ,             4 ,              4 ,         2534 ,        98 ,     1291 ,       6527 ,                5 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Rarely     ,              11 ,        3 ,Medical          ,                      3 ,                       2 ,              3 ,                 8 ,No       ,               14 ,                3 ,               1 ,                    4 ,            1 ,          1364 ,Y      ,           80 ,No
 51 ,Female ,Single        ,Research & Development ,Manufacturing Director    ,       4 ,             2 ,              2 ,        13142 ,        82 ,     1405 ,      24439 ,               29 ,             5 ,                 2 ,                      0 ,                   3 ,Travel_Rarely     ,              11 ,        2 ,Technical Degree ,                      4 ,                       2 ,              2 ,                 3 ,No       ,               16 ,                3 ,               0 ,                    1 ,            1 ,          1367 ,Y      ,           80 ,No
 18 ,Female ,Single        ,Research & Development ,Laboratory Technician     ,       1 ,             3 ,              4 ,         1611 ,        97 ,     1124 ,      19305 ,                0 ,             0 ,                 0 ,                      0 ,                   0 ,Non-Travel        ,               1 ,        3 ,Life Sciences    ,                      4 ,                       3 ,              4 ,                 1 ,No       ,               15 ,                3 ,               0 ,                    5 ,            1 ,          1368 ,Y      ,           80 ,No
 35 ,Female ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             2 ,              4 ,         5363 ,        60 ,      817 ,      10846 ,               10 ,             9 ,                 7 ,                      0 ,                   0 ,Travel_Rarely     ,               1 ,        3 ,Medical          ,                      4 ,                       2 ,              3 ,                 0 ,No       ,               12 ,                3 ,               1 ,                    0 ,            1 ,          1369 ,Y      ,           80 ,No
 27 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       2 ,             1 ,              4 ,         5071 ,        43 ,      793 ,      20392 ,                8 ,             6 ,                 2 ,                      0 ,                   0 ,Travel_Frequently ,               2 ,        1 ,Life Sciences    ,                      4 ,                       2 ,              3 ,                 3 ,No       ,               20 ,                4 ,               0 ,                    3 ,            1 ,          1371 ,Y      ,           80 ,No
 55 ,Male   ,Single        ,Sales                  ,Sales Executive           ,       4 ,             4 ,              3 ,        13695 ,        85 ,      267 ,       9277 ,               24 ,            19 ,                 7 ,                      3 ,                   8 ,Travel_Rarely     ,              13 ,        4 ,Marketing        ,                      1 ,                       3 ,              2 ,                 6 ,Yes      ,               17 ,                3 ,               0 ,                    2 ,            1 ,          1372 ,Y      ,           80 ,Yes
 56 ,Male   ,Married       ,Research & Development ,Manufacturing Director    ,       4 ,             3 ,              2 ,        13402 ,        68 ,     1369 ,      18235 ,               33 ,            19 ,                16 ,                     15 ,                   9 ,Travel_Rarely     ,              23 ,        3 ,Life Sciences    ,                      4 ,                       1 ,              3 ,                 4 ,Yes      ,               12 ,                3 ,               1 ,                    0 ,            1 ,          1373 ,Y      ,           80 ,No
 34 ,Female ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             2 ,              3 ,         2029 ,        92 ,      999 ,      15891 ,                5 ,             5 ,                 4 ,                      0 ,                   0 ,Non-Travel        ,              26 ,        1 ,Technical Degree ,                      1 ,                       3 ,              3 ,                 1 ,No       ,               20 ,                4 ,               3 ,                    2 ,            1 ,          1374 ,Y      ,           80 ,No
